Station Name,Street Address,City,State,ZIP,Station Phone,Latitude,Longitude,ID,EV Pricing Detail,EV Price
SANTOSHI CORP STATION 1.1,412 Cornelia St,Plattsburgh,NY,12901,888-758-4389,44.698734,-73.48811,164861,,
SDH STATION EV STATION 1,2500 Kensington Ave,Buffalo,NY,14226,888-758-4389,42.957542,-78.769663,165110,,
CONVENTUS CONVENTUS,1001 Main Street,Buffalo,NY,14203,888-758-4389,42.900489,-78.868369,165111,,
Hatchet Hardware of Waterford,42 Saratoga Ave,Waterford,NY,12188,888-356-8911,42.782254,-73.696148,165117,,
Lexington-Grove West Garage,100 Main St,White Plains,NY,10601,914-422-1232,41.031464,-73.769946,165161,$1.50 per hour,Cost
S.A.N.Y. STATION THREE,1001 Park Ave,Syracuse,NY,13204,888-758-4389,43.051933,-76.180115,165173,,
CAR CHARGERS NUMBER 421,140 Nottingham Cir,Jamesville,NY,13078,888-758-4389,43.012474,-76.08288,165198,,
VOB KENSINGTON 2,15 Kensington Rd,Bronxville,NY,10708,888-758-4389,40.942715,-73.83444,165220,,
VOB KENSINGTON 1,15 Kensington Terrace,Bronxville,NY,10708,888-758-4389,40.942543,-73.83441,165221,,
APDC ADMIN LOT PORT 1.2,106 Smith Blvd,Albany,NY,12202,888-758-4389,42.626232,-73.75825,165222,,
SUNY BROOME SUNY BROOME #1,907 Front St,Binghamton,NY,13905,888-758-4389,42.135483,-75.912654,165223,,
ERIE COUNTY GROVER CLEVELAN,3781 main street,Amerst,NY,14226,888-758-4389,42.957832,-78.810768,165269,,
ROCKLAND LANDNG ROCKLAND,1200 Rt 9w,South Nyack,NY,10960,888-758-4389,41.081534,-73.922049,165270,,
TOWN OF BOLTON TOWN OF BOLTON1,5 Cross Street Town of Bolton,Bolton Landing,NY,12814,888-758-4389,43.557602,-73.657839,165304,,
ERIE COUNTY SPRAGUE BROOK,9674 Foote Rd,Glenwood,NY,14069,888-758-4389,42.58734,-78.63811,165307,,
WEST HARRISON STATION ONE,85 Lake St,Harrison,NY,10604,888-758-4389,41.043003,-73.74776,165336,,
NYPA - Hawkins Point Visitors Center,21 Hawkins Point Rd,Massena,NY,13662,315-764-0226,44.999505,-74.797209,165351,Free,Free
ADAMS STATION 101 CATLYN CT,101 Catlyn Ct,Delmar,NY,12054,888-758-4389,42.606495,-73.84793,165391,,
ADAMS STATION 708 CATLYN CT,708 Catlyn Ct,Delmar,NY,12054,888-758-4389,42.606503,-73.848,165392,,
ADAMS STATION 101 DERZEE CT,101 Derzee Ct,Delmar,NY,12054,888-758-4389,42.606556,-73.84992,165393,,
ADAMS STATION 501 DERZEE CT,501 Derzee Ct,Delmar,NY,12054,888-758-4389,42.60619,-73.850716,165394,,
ADAMS STATION 701 ELKIN CT,701 Elkin Ct,Delmar,NY,12054,888-758-4389,42.607304,-73.85,165395,,
ADAMS STATION 301 ELKIN CT,301 Elkin Ct,Delmar,NY,12054,888-758-4389,42.607437,-73.85094,165396,,
ADAMS STATION 701 BAXTER,701 Baxter Ct,Delmar,NY,12054,888-758-4389,42.608073,-73.849243,165397,,
ADAMS STATION 101 BAXTER CT,101 Baxter Ct,Delmar,NY,12054,888-758-4389,42.60808,-73.84867,165398,,
ADAMS STATION 101 ASTOR CT,101 Astor Ct,Delmar,NY,12054,888-758-4389,42.609016,-73.84676,165399,,
ADAMS STATION 401 ASTOR CT,401 Astor Ct,Delmar,NY,12054,888-758-4389,42.60918,-73.84738,165400,,
PICOTTE 22 CORPORATE 4,22 Corporate Woods Blvd,Albany,NY,12211,888-758-4389,42.681427,-73.76838,165498,,
CCE TOMPKINS STATION ONE,615 Willow Ave,Ithaca,NY,14850,888-758-4389,42.450688,-76.503433,165558,,
Mohawk Valley Welcome Center,I90 Westbound Milepost 187,Fultonville,NY,12072,855-900-7584,42.916201,-74.446642,165567,,
QUEENSBURY TOWN HOVEY POND 1,21 Lafayette Street,Queensbury,NY,12804,888-758-4389,43.329655,-73.66528,165628,,
QUEENSBURY TOWN EXIT 18 KIOSK 1,105 Main St,Queensbury,NY,12804,888-758-4389,43.298553,-73.67698,165629,,
BETHLEHEM EV FLEET #1,445 DELAWARE AVE (NY-443),Delmar,NY,12054,888-758-4389,42.62047,-73.8394,165630,,
QUEENSBURY TOWN ACT CTR 1,742 Bay Rd,Queensbury,NY,12804,888-758-4389,43.36057,-73.657,165632,,
STONY BROOK UNV ADMIN 2,100 Nicolls Road,Stony Brook,NY,11790,888-758-4389,40.914698,-73.11948,165784,,
RJCL PARKING 1,9091 NY-22,Hillsdale,NY,12529,888-758-4389,42.167957,-73.51782,166204,,
Walmart 2586 Cheektowaga,2500 Walden Ave,Cheektowaga,NY,14225,833-632-2778,42.909598,-78.7447,166207,,
Waterloo Premium Outlets,655 New York 318,Waterloo,NY,13165,833-632-2778,42.95593,-76.920965,166226,,
170 Park Row,170 Park Row,New York,NY,10013,,40.713246,-74.001,166242,,
700 West Metro Park,700 W Metro Park,Rochester,NY,14623,,43.099095,-77.626204,166298,,
Abbey Inn & Spa,900 Fort Hill Rd,Peekskill,NY,10566,,41.292583,-73.929086,166299,,
B & C Auto Service,725 Route 6,Mahopac,NY,10541,866-816-7584,41.375328,-73.726893,166305,,
Bi County Auto Body,400 E Jericho Turnpike,Smithtown,NY,11787,,40.856419,-73.168296,166306,,
Cazenovia College,10 Seminary St,Cazenovia,NY,13035,866-816-7584,42.930786,-75.853945,166323,,
CHHA2 Garages LLC,21 E 12th St,New York,NY,10003,,40.733934,-73.993118,166324,,
CHHA2 Garages LLC,400 E 56th St,New York,NY,10022,866-816-7584,40.757099,-73.963122,166325,,
CHHA2 Garages LLC,127 E 83rd St,Manhattan,NY,10028,,40.777924,-73.957245,166326,,
Dimension Fabricators,2000 7th St,Scotia,NY,12302,866-816-7584,42.844741,-73.994662,166331,,
Little Man Parking,962 Aldus St,Bronx,NY,10459,,40.822935,-73.890483,166332,,
Little Man Parking,220 E 9th St,Manhattan,NY,10003,866-816-7584,40.729483,-73.988368,166333,,
Little Man Parking,329 E 22nd St,Manhattan,NY,10010,,40.736778,-73.979688,166334,,
GreenStar Co-op,770 Cascadilla St,Ithaca,NY,14850,866-816-7584,42.445432,-76.509798,166347,,
Jamestown Board of Public Utilities,2870 N Main St Extension,Jamestown,NY,14701,866-816-7584,42.122304,-79.240492,166352,,
Maria College,700 New Scotland Ave,Albany,NY,12208,,42.657547,-73.806326,166358,,
Northwell,375 Seguine Ave,Staten Island,NY,10309,866-816-7584,40.516856,-74.196692,166366,,
Northwell,301 E Main St,Bay Shore,NY,11706,,40.725055,-73.240926,166367,,
Northwell,475 Seaview Ave,Staten Island,NY,10305,866-816-7584,40.584259,-74.086919,166368,,
Pearl Street Parking,221 Pearl St,Buffalo,NY,14202,866-816-7584,42.885188,-78.875488,166425,,
Pratt and Whitney HMI Metal Powders,2395 Main St,Clayville,NY,13322,866-816-7584,42.97801,-75.249586,166427,,
RYCO Management,1160 Pittsford-Victor Rd,Pittsford,NY,14534,,43.04673,-77.468051,166430,,
Peace Love & Yoga,221 Hillcrest Dr,Roxbury,NY,12474,,42.277973,-74.566695,166433,,
SRC Inc,7401 Round Pond Rd,North Syracuse,NY,13212,,43.130117,-76.084686,166435,,
Terphane,2754 W Park Dr,Bloomfield,NY,14469,,42.893647,-77.449247,166436,,
Town of Livingston - Town Hall,119 Rt-19,Livingston,NY,12541,866-816-7584,40.782319,-74.314475,166438,,
Trillium Health,170 Science Pkwy,Rochester,NY,14620,,43.118611,-77.612181,166440,,
Winton Place Business Centre,3495 Winton Pl,Rochester,NY,14626,,43.095016,-77.576023,166444,,
ICE RINK TOWN HALL,4 High St,Saugerties,NY,12477,888-758-4389,42.081234,-73.958496,166689,,
Staten Island Mall,2655 Richmond Ave,Staten Island,NY,10314,888-264-2208,40.58333,-74.166262,166727,,
Staten Island Mall,2655 Richmond Ave,Staten Island,NY,10314,888-264-2208,40.582763,-74.167812,166728,,
Staten Island Mall,2655 Richmond Ave,Staten Island,NY,10314,888-264-2208,40.581751,-74.168466,166729,,
Staten Island Mall,2655 Richmond Ave,Staten Island,NY,10314,888-264-2208,40.581132,-74.167932,166730,,
BETHLEHEM EV TOWNHALL PUBLIC,445 NY-443,Delmar,NY,12054,888-758-4389,42.620461,-73.839323,166770,,
PICOTTE 12 CORPORATE 4,12 Corporate Woods Blvd,Albany,NY,12211,888-758-4389,42.68571,-73.76649,166798,,
VERONA LA QUINTA 3,5390 Willow Pl,Verona,NY,13478,888-758-4389,43.122227,-75.59269,166799,,
NYSE Thruway - Exit 18 - New Paltz,NY State Thruway,New Paltz,NY,12561,866-816-7584,41.740228,-74.06219,167127,,
Oakwood Commons Parking Garage,2507 South Rd,Poughkeepsie,NY,12601,845-463-1701,41.659072,-73.932101,167129,,
Stone Ridge Public Library,3700 Main St,Stone Ridge,NY,12484,845-687-7023,41.84944,-74.14296,167130,Free,Free
RidgeWell Fitness,3555 Main St,Stone Ridge,NY,12484,845-687-8806,41.852508,-74.138776,167131,Free,Free
SUNY ADIRONDACK SUNY ACC 1.1,640 Bay Rd,Queensbury,NY,12804,888-758-4389,43.355225,-73.65409,167140,,
HAWKINS P2 ST 1 SUNYPLATTSBURGH,47 Beekman Street,Plattsburgh,NY,12901,888-758-4389,44.697682,-73.46752,167180,,
ROCHESTER NY EAST END GW-1,475 East Ave,Rochester,NY,14604,888-758-4389,43.157025,-77.600445,167229,,
AMCR CASINO 1.2,873 State Route 37,Akwesasne,NY,13655,888-758-4389,44.971275,-74.64318,167256,,
KINGSTON BUILDING SAFETY,5 Garraghan Dr,Kingston,NY,12401,888-758-4389,41.92149,-73.984795,167467,,
NORTZ & VIRKLER NORTZ & VIRKLER,7468 south state st,Lowville,NY,13367,888-758-4389,43.78224,-75.487946,167491,,
Cuomo Bridge,333 S Broadway,Tarrytown,NY,10591,,41.06551319,-73.86284861,167627,,
NYSE Thruway - NYPA,20 Codys Ct,Saugerties,NY,12477,866-816-7584,42.110368,-73.958599,167630,,
NYSE Thruway - NYPA,Plattekill Travel Plaza,Plattekill,NY,12568,866-816-7584,41.577842,-74.085424,167631,,
NYSE Thruway - NYPA,Milepost 96 S,Ruby,NY,12475,866-816-7584,42.013813,-74.000036,167632,,
NYSE Thruway - NYPA,Milepost 66 S,Modena,NY,12548,866-816-7584,41.59215,-74.088523,167633,,
Rochester Genesee Transit Authority,1372 E Main St,Rochester,NY,14609,,43.162309,-77.573045,167634,,
National Grid - Beacon North,7496 Round Pond Rd,Syracuse,NY,13212,,43.135479,-76.087402,167692,,
National Grid - Bellmore,2400 Sunrise Hwy,Bellmore,NY,11710,,40.665994,-73.538672,167693,,
National Grid - Greenlawn,288 Pulaski Rd,Greenlawn,NY,11740,,40.858225,-73.386115,167694,,
National Grid - Greenpoint,287 Maspeth Ave,Greenpoint,NY,11211,,40.718053,-73.931508,167695,,
National Grid - Kensington,144 Kensington Ave,Buffalo,NY,14214,,42.928521,-78.844485,167696,,
National Grid - Albany,1125 Broadway,Menands,NY,12204,,42.667569,-73.739345,167697,,
National Grid - Patchogue,460 E Main St,Patchogue,NY,11772,,40.766924,-72.997863,167698,,
National Grid - Roslyn,250 Willis Ave,Roslyn,NY,11577,,40.7478941,-73.6403215,167772,,
National Grid - Staten Island,200 Gulf Ave,Staten Island,NY,10303,,40.624733,-74.179551,167773,,
"NY DCFC WATER MILL, NY",760 Montauk Hwy,Water Mill,NY,11976,888-758-4389,40.911797,-72.353065,167884,,
Dalewood Shopping Center,371 North Central Avenue,Hartsdale,NY,10530,833-632-2778,41.032196,-73.787087,167890,,
THERMAL QUICK AG EV4,11 sitterly road,Clifton Park,NY,12065,888-758-4389,42.8508,-73.757274,168029,,
HAMPTON INN STATION 1,1120 South Ave,Staten Island,NY,10314,888-758-4389,40.612696,-74.179012,168146,,
RTS STJFISHER 1,Fairport Park & Ride State Route 31F,Pittsford,NY,14618,888-758-4389,43.112196,-77.50809,168176,,
ROCKLAND COUNTY STATION 1,100 Baron Court,Monsey,NY,10952,888-758-4389,41.105862,-74.0692,168261,,
ERIE COUNTY ECC SOUTH 2,Erie College Drive,Hamburg,NY,14075,888-758-4389,42.771831,-78.796294,168262,,
CONVENIENT MED CONV. MED EV 2,319 Bay Rd Convenient Medical Center,Queensbury,NY,12804,888-758-4389,43.331068,-73.652991,168351,,
ROSEWOOD PLAZA STATION 1,New Karner Rd & Watervliet Shaker Rd,Albany,NY,12205,888-758-4389,42.74278,-73.83929,168352,,
ROSEWOOD PLAZA STATION 2,501 New Karner Rd,Albany,NY,12205,888-758-4389,42.742687,-73.83932,168353,,
Walmart 1949 Fredonia,10401 Bennett Road,Fredonia,NY,14063,833-632-2778,42.453787,-79.311176,168359,,
CHHA2 Garages,532 W 122nd St,New York,NY,10027,866-816-7584,40.811438,-73.960481,168414,,
Lakeville United Church of Christ,5687 Big Tree Rd,Lakeville,NY,14480,866-816-7584,42.836545,-77.710443,168419,,
Courtyard by Marriott,183-15 Horace Harding Expy,Queens,NY,11365,,40.74027,-73.790815,168422,,
New York Office of General Services,McCarty Ave,Albany,NY,12202,,42.634808,-73.776598,168423,,
Northwell,270 Park Ave,Huntington,NY,11743,,40.879605,-73.416536,168425,,
Village of Dryden,16 South St,Dryden,NY,13053,,42.484968,-76.29677,168427,,
Village of Irvington,12 S Astor St,Irvington,NY,10533,866-816-7584,41.039432,-73.872665,168428,,
Village of Irvington,110 Main St,Irvington,NY,10533,866-816-7584,41.038916,-73.867013,168429,,
Village of Mt. Morris - Veterans Park,185 Main St,Mt. Morris,NY,14510,866-816-7584,42.718547,-77.86958,168430,,
Village of Mt. Morris,11 Main St,Mt. Morris,NY,14510,866-816-7584,42.726715,-77.874388,168431,,
Village of Phoenix,455 Main St,Phoenix,NY,13135,,43.229292,-76.299005,168432,,
Schuyler County,323 Owego St,Montour Falls,NY,14865,866-816-7584,42.340492,-76.840909,168435,,
Schuyler County,1 Harbor Dr,Watkins Glen,NY,14891,866-816-7584,42.383664,-76.871132,168436,,
The Nature Conservancy,250 Lawrence Hill Rd,Cold Spring Harbor,NY,11724,866-816-7584,40.857202,-73.453666,168452,,
NYSE Thruway - Exit 48A - Pembroke,8420 Alleghany Rd,Corfu,NY,14036,866-816-7584,43.002552,-78.407167,168456,,
NYSE Thruway - NYPA,2182 Alvin Rd,Grand Island,NY,14072,866-816-7584,43.019296,-78.97458,168457,,
Tompkins-Seneca-Tioga BOCES,555 Warren Rd,Ithaca,NY,14850,,42.475787,-76.46425,168458,,
Herzog Supply Co,151 Plaza Rd,Kingston,NY,12401,,41.936235,-74.016881,168462,,
NYSE Thruway - NYPA,370 NY-23,Catskill,NY,12414,866-816-7584,42.246462,-73.885301,168464,,
"Walmart 2104 - Newburgh, NY",1201 Route 300,Newburgh,NY,12550,833-632-2778,41.497759,-74.073189,168489,,
STATION 4TH FL MOTORGATE 3,680 Main St,New York,NY,10044,888-758-4389,40.764464,-73.946924,168524,,
STATION 4TH FL MOTORGATE #2,Main St/10 River Rd,New York,NY,10044,888-758-4389,40.764208,-73.947198,168525,,
iPark 34 N 7th Street - Tesla Destination,34 N 7th St,Brooklyn,NY,11249,718-782-1494  877-798-3752,40.720475,-73.96265,168539,Free,Free
3555 Main Street - Tesla Destination,3555 Main Street,Stone Ridge,NY,12484,877-798-3752  877-798-3752,41.852541,-74.139181,168549,Free,Free
551W21 SR Capital - Tesla Destination,558 West 21st Street,New York,NY,10011,877-798-3752  877-798-3752,40.747278,-74.007618,168556,Free,Free
577 Baltic Street - Adam America Real Estate - Tesla Destination,577 Baltic Street,Brooklyn,NY,11217,718-422-1577  877-798-3752,40.681251,-73.981971,168557,Free,Free
610 Warren Street - Tesla Destination,610 Warren Street,Brooklyn,NY,11217,877-798-3752  877-798-3752,40.681274,-73.981216,168558,Free,Free
Alps Provisions - Tesla Destination,43-11 23rd Ave.,Astoria,NY,11105,877-798-3752  877-798-3752,40.769436,-73.905312,168571,Free,Free
Atlantic Golf Club - Tesla Destination,1040 Scuttle Hole Rd,Bridgehampton,NY,11976,877-798-3752  877-798-3752,40.945293,-72.331267,168591,Free,Free
c/o The Maidstone - Tesla Destination,207 Main St,East Hampton,NY,11937,631-324-5006  877-798-3752,40.955338,-72.194145,168650,Free,Free
Emerson Resort and Spa - Tesla Destination,5340 Route 28,Mount Tremper,NY,12457,877-798-3752  877-798-3752,42.05014,-74.287611,168755,Free,Free
Enterprise Parking 219 E 69th St - Tesla Destination,219 E 69th St,New York,NY,10021,877-798-3752  877-798-3752,40.767519,-73.960678,168757,Free,Free
iPark 314 W 120th Street - Tesla Destination,314 West 120th Street,New York,NY,10026,877-798-3752  877-798-3752,40.806974,-73.954006,168885,Free,Free
Monticello Motor Club - Tesla Destination,67 Cantrell Rd,Monticello,NY,12701,877-798-3752  877-798-3752,41.617641,-74.702993,168974,Free,Free
Nap York - Tesla Destination,480 7th Avenue,New York,NY,10018,877-798-3752  877-798-3752,40.752301,-73.99,168977,Free,Free
New York Hospital Queens - Tesla Destination,56-45 Main Street,Flushing,NY,11355,877-798-3752  877-798-3752,40.74719,-73.825366,168984,Free,Free
Old Westbury Golf and Country Club - Tesla Destination,270 Wheatley Road,Old Westbury,NY,11568,877-798-3752  877-798-3752,40.801955,-73.601317,168994,Free,Free
Park Kwik - 110 Livingston - Tesla Destination,110 Livingston St,Brooklyn,NY,11201,877-798-3752  877-798-3752,40.690809,-73.990016,169008,Free,Free
Park Kwik - 211 Atlantic - Tesla Destination,211 Atlantic Ave,Brooklyn,NY,11201,877-798-3752  877-798-3752,40.689671,-73.991786,169009,Free,Free
Park Kwik-300 Ashland - Tesla Destination,300 Ashland Pl,Brooklyn,NY,11217,877-798-3752  877-798-3752,40.686628,-73.978374,169010,Free,Free
Park N Go - E 121 St - Tesla Destination,210 E 121st St,New York,NY,10035,877-798-3752  877-798-3752,40.800795,-73.937382,169011,Free,Free
Parkit 200 West End Ave - Tesla Destination,200 West End Ave,New York,NY,10023,877-798-3752  877-798-3752,40.777982,-73.985407,169014,Free,Free
Rapidpark 205 W 101st Street - Tesla Destination,205 W 101st Street,New York,NY,10025,877-798-3752  877-798-3752,40.797676,-73.968479,169060,Free,Free
Rochester Institute of Technology - Tesla Destination,120 Lomb Memorial Dr,Rochester,NY,14623,877-798-3752  877-798-3752,43.091646,-77.674855,169077,Free,Free
Silo Ridge - Tesla Destination,4651 Highway 22,Amenia,NY,12501,877-798-3752  877-798-3752,41.814971,-73.566438,169104,Free,Free
St. Josephs Hospital - Tesla Destination,4295 Hempstead Turnpike,Bethpage,NY,11714,877-798-3752  877-798-3752,40.725995,-73.478764,169127,Free,Free
Tesla Gigafactory 2 - Tesla Destination,1339 South Park Ave,Buffalo,NY,14220,877-798-3752  877-798-3752,42.858887,-78.841502,169163,Free,Free
The Clinton Exchange - Tesla Destination,4 Clinton Square,Syracuse,NY,13202,877-798-3752  877-798-3752,43.050899,-76.153729,169169,Free,Free
"The Ritz-Carlton Residences, Long Island - Tesla Destination",6000 Royal Court,North Hills,NY,11040,877-798-3752  877-798-3752,40.769686,-73.688986,169195,Free,Free
The Spur - Tesla Destination,280 Elm Street,Southampton,NY,11968,877-798-3752  877-798-3752,40.89539,-72.388254,169200,Free,Free
"The Standard, East Village - Tesla Destination",25 Cooper Street,New York,NY,10034,877-798-3752  877-798-3752,40.867375,-73.924227,169201,Free,Free
"Trump Golf Links, Ferry Point - Tesla Destination",500 Hutchinson River Parkway,Bronx,NY,10465,877-798-3752  877-798-3752,40.811072,-73.835502,169223,Free,Free
RTS BAYTOWNE 2,Baytowne Plaza 1900 Empire Blvd,Webster,NY,14580,888-758-4389,43.19229,-77.49904,169289,,
The Mill at Water Mill - Tesla Supercharger,760 Montauk Highway,Water Mill,NY,11976,877-798-3752,40.911877,-72.353105,169303,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
STONY BROOK UNV ENGINEERING,Engineering Dr,Stony Brook,NY,11790,888-758-4389,40.912355,-73.125968,169335,,
Icon Parking - Claridge 87 Parking,200-206 E 88th Street,New York,NY,10128,888-998-2546,40.779687,-73.952595,169359,Level 2: $0.59 per kWh,Cost
SMITHTOWN 21 PULASKI RD,21 Pulaski Rd,Kings Park,NY,11754,888-758-4389,40.885946,-73.258659,169402,,
Smith Haven Mall,313 Smith Haven Mall,Lake Grove,NY,11755,888-264-2208,40.864596,-73.127717,169476,Free,Free
MOTM DEER PARK,960 Grand Blvd,Deer Park,NY,11729,888-758-4389,40.761171,-73.300903,169508,,
SWL SARANAC 1.3,234 Lake Flower Ave,Saranac Lake,NY,12983,888-758-4389,44.32269,-74.12324,169509,,
Energy Square,20 Cedar St,Kingston,NY,12401,845-331-2140,41.928591,-74.004355,169706,,
Imperial Parking,332-342 E 34th St,New York,NY,10016,888-998-2546,40.7440113,-73.9741155,169851,Level 2: $0.59 per kWh,Cost
GOLDEN ARROW GOLDEN 1.2,2559 Main St,Lake Placid,NY,12946,888-758-4389,44.286465,-73.984314,169879,,
STATION 4TH FL MOTORGATE #1,688 Main St,New York,NY,10044,888-758-4389,40.764429,-73.946793,169880,,
DEMCO TRUHILTONCHARGE,3512 NY-434,Vestal,NY,13850,888-758-4389,42.096362,-75.987614,169881,,
854ELLICOTT 589 ELLICOTT 7,589 Ellicott St,Buffalo,NY,14203,888-758-4389,42.89578,-78.868307,169907,,
854ELLICOTT 134 HIGH ST 6,134 High St,Buffalo,NY,14203,888-758-4389,42.901003,-78.863841,169908,,
854ELLICOTT 134 HIGH ST 3,134 High St,Buffalo,NY,14203,888-758-4389,42.900863,-78.86391,169909,,
854ELLICOTT 134 HIGH ST 10,134 High St,Buffalo,NY,14203,888-758-4389,42.901008,-78.863625,169910,,
BEST WESTERN PL BEST 1.1,6605 Old Collamer Rd S,East Syracuse,NY,13057,888-758-4389,43.090446,-76.08658,169911,,
Icon Parking 1114 Ave & 6th,1114 Avenue of the Americas,New York,NY,10036,888-998-2546,40.755245,-73.983406,169937,Level 2: $0.59 per kWh,Cost
TCR TOWNE EV STATION 3,12 California  ave,Albany,NY,12205,888-758-4389,42.704114,-73.81374,169945,,
TCR TOWERS EV STATION 3,422 Sand Creek Rd,Albany,NY,12205,888-758-4389,42.711889,-73.809738,169946,,
"Walmart 2152 - Albany, NY",141 Washington Ave. EXT,Albany,NY,12205,833-632-2778,42.69456,-73.848436,169948,,
Simon-Simth Haven Mall,313 SMITH HAVEN MALL,Lake Grove,NY,11755,833-632-2778,40.862452,-73.128752,169949,,
LANDMARK ALBANY LANDMARK ALBANY,100 Sandidge Way,Albany,NY,12203,888-758-4389,42.687836,-73.83313,169976,,
MARKET CENTER 55 RAILROAD 1.2,55 Railroad Pl,Saratoga Springs,NY,12866,888-758-4389,43.08248,-73.78785,170004,,
BROADSTCW ADK CAR WASH 1,203 Broad St,Glens Falls,NY,12801,888-758-4389,43.303116,-73.66215,170005,,
MOHAWK HARBOR01 STATION #2,220 Harborside  Blvd,Schenectady,NY,12308,888-758-4389,42.825307,-73.931165,170027,,
MOHAWK HARBOR01 STATION #1,200 Harborside Dr,Schenectady,NY,12305,888-758-4389,42.824279,-73.932023,170028,,
HWS COLLEGES MEDBERY LOT,311 Pulteney St,Geneva,NY,14456,888-758-4389,42.86009,-76.984375,170029,,
"NY DCFC RIVERHEAD, NY",1791 Old Country Rd,Riverhead,NY,11901,888-758-4389,40.923448,-72.703416,170120,,
NYC FLEET DPR_ICAHN_1_L3,10 Central Rd,New York,NY,10035,888-758-4389,40.792194,-73.92455,170122,,
CITY AMSTERDAM BRIDGE ST EV 2,55 Bridge St Bridge Street Parking Lot,Amsterdam,NY,12010,888-758-4389,42.934452,-74.197338,170132,,
BUTCHER BLOCK BUTCHER BLOCK 1,15 Booth Dr,Plattsburgh,NY,12901,888-758-4389,44.69712,-73.498215,170148,,
The St. Regis,Two East 55th Street,New York,NY,10022,800-663-5633,40.7613979,-73.9746128,170181,FREE,Cost
MAIN ST CW MAIN STREET 1,3665 Main St,Warrensburg,NY,12885,888-758-4389,43.488052,-73.761925,170194,,
ERIE COUNTY ECC STATION 1,Oak St,Buffalo,NY,14203,888-758-4389,42.883036,-78.871288,170240,,
ERIE COUNTY STATION ONE,6205 Main St,Buffalo,NY,14221,888-758-4389,42.960476,-78.720009,170241,,
ERIE COUNTY STATION TWO,4205 Main St,Buffalo,NY,14221,888-758-4389,42.960529,-78.720001,170242,,
MOTM WOODBURY,150 Crossways Park Dr. West,Woodbury,NY,11797,888-758-4389,40.807074,-73.488735,170244,,
"Town of East Hampton/Montauk, NY",70 South Euclid Ave,Montauk,NY,11954,833-632-2778,41.035911,-71.943488,170247,,
SHG FAIRFIELD 1.4,21 Big Boom Rd,Queensbury,NY,12804,888-758-4389,43.295708,-73.67628,170293,,
"Sam's Club 6428 (Medford, NY)",2950 Horseblock Rd,Medford,NY,11933,833-632-2778,40.826203,-72.990418,170300,,
DENNY’S / RED ROOF INN,100 Marginal Rd.,Herkimer,NY,13350,833-632-2778,43.018812,-74.991876,170367,,
2 WEST AVE 2 WEST 1.2,2 West Ave,Saratoga Springs,NY,12866,888-758-4389,43.084293,-73.803055,170398,,
Riverhead Town Center - Tesla Supercharger,1761 Old Country Road,Riverhead,NY,11901,877-798-3752,40.923424,-72.703538,170430,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
"Montauk, NY - Tesla Supercharger",70 South Euclid Avenue,Montauk,NY,11954,877-798-3752,41.036062,-71.943509,170431,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Cost
233 LAKE AVE GROVE 1.5,233 Lake Ave,Saratoga Springs,NY,12866,888-758-4389,43.08541,-73.76571,170449,,
FEHBOCES FEH BOCES,23 Huskie Ln,Malone,NY,12953,888-758-4389,44.841328,-74.28194,170502,,
OLYMPIC SPORTS  SPORTS 3,Bob Run Rd,Lake Placid,NY,12946,888-758-4389,44.220365,-73.923881,170503,,
EVolve NY - Schroon Lake - Sunoco,1567 U.S. 9,Schroon Lake,NY,12870,914-287-4200,43.869511,-73.752705,170565,FREE,Cost
COMFORT- CHARGE STATION 1,4054 ny-9l,Lake George,NY,12845,888-758-4389,43.41186,-73.70845,170683,,
"NY DCFC FISHKILL, NY",21 Westage Dr,Fishkill,NY,12524,888-758-4389,41.526606,-73.89475,170742,,
WHITEFACE MT WHITEFACE 2,Unnamed Road,Wilmington,NY,12997,888-758-4389,44.359129,-73.858775,170743,,
WHITEFACE MT WHITEFACE 1,5021 Route 86,Wilmington,NY,12997,888-758-4389,44.359205,-73.858698,170744,,
Capital Region Welcome Center,"New Baltimore Service Area - Northbound, New",Hannacroix,NY,12087,855-900-7584,42.427962,-73.805549,170877,,
DHL - Long Island City,230-19 Rockaway Blvd,Jamaica,NY,11413,,40.651931,-73.758355,171165,,
BA PLAZA BA PLAZA 1,1 Northwestern Blvd,Albany,NY,12211,888-758-4389,42.745924,-73.821006,171197,,
SSCCA SSCC - 02,37 High Rock Ave,Saratoga Springs,NY,12866,888-758-4389,43.084467,-73.782677,171216,,
69 COLLIER ST STATION 2,7 Hawley St,Binghamton,NY,13901,888-758-4389,42.097795,-75.914004,171217,,
BETHLEHEM EV STATION TWO,265 Elm Ave,Delmar,NY,12054,888-758-4389,42.599927,-73.839915,171218,,
BETHLEHEM EV STATION ONE,NY-32,Delmar,NY,12054,888-758-4389,42.599942,-73.839959,171219,,
SYLVAN BEACH SPENCER AVE,6938 Main St,Blossvale,NY,13308,888-758-4389,43.197199,-75.728611,171230,,
SYLVAN BEACH SUNSET PARK,1 Canal St,Blossvale,NY,13308,888-758-4389,43.194434,-75.731126,171231,,
DCEC - N DEPOT DCEC #1,7 Depot St,Delhi,NY,13753,888-758-4389,42.271027,-74.919526,171241,,
